,sentence_id,topic,label,age,education,ethnicity,pol_alignment,english_proficiency,second_lang,guideline,binary_label,pol,group,gender,orig_labels,orig_labels_binary,Input.ID_in_set,Input.set,Input.ID
8755,1556,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,936,train,355
8756,1557,minimum wage,Opposing argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,4.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,647,train,356
8757,1558,minimum wage,Supporting argument,31-40,Some college but no degree,"White,Other race, ethnicity or origin",8.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,1539,train,357
8758,1559,minimum wage,Supporting argument,31-40,Some college but no degree,White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,148,train,358
8759,1560,minimum wage,Opposing argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,19,train,359
8760,1561,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,938,train,360
8761,1562,minimum wage,Non-argument,51 or above,Associate degree in college - Academic program,White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1272,train,361
8762,1563,minimum wage,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1153,train,362
8763,1564,minimum wage,Supporting argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,204,train,363
8764,1565,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,150,train,364
8765,1566,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1101,train,365
8766,1567,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,436,train,366
8767,1568,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1036,train,367
8768,1569,minimum wage,Opposing argument,41-50,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,543,train,368
8769,1570,minimum wage,Non-argument,21-30,Associate degree in college - Academic program,White,10.0,Very well,No,3,0,conservative,FC,female,Argument_against,1,271,train,369
8770,1571,minimum wage,Non-argument,31-40,Some college but no degree,White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,714,train,370
8771,1572,minimum wage,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,140,train,371
8772,1573,minimum wage,Supporting argument,51 or above,Some college but no degree,Black or African American,0.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,500,train,372
8773,1574,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,756,train,373
8774,1575,minimum wage,Non-argument,21-30,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,583,train,374
8775,1576,minimum wage,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,323,train,375
8776,1577,minimum wage,Non-argument,31-40,Some college but no degree,"White,Other race, ethnicity or origin",8.0,Very well,Yes,3,0,conservative,FC,female,Argument_against,1,897,train,376
8777,1578,minimum wage,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1707,train,377
8778,1579,minimum wage,Non-argument,20 or below,Some college but no degree,Asian,6.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,1112,train,378
8779,1580,minimum wage,Supporting argument,21-30,Associate degree in college - Academic program,White,10.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1440,train,379
8780,1581,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,619,train,380
8781,1582,minimum wage,Supporting argument,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1252,train,381
8782,1583,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,1652,train,382
8783,1584,minimum wage,Non-argument,31-40,Some college but no degree,"White,Other race, ethnicity or origin",8.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,1339,train,383
8784,1585,minimum wage,Supporting argument,31-40,Some college but no degree,White,5.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1083,train,384
8785,1586,minimum wage,Supporting argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,16,train,385
8786,1587,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1367,train,386
8787,1588,minimum wage,Opposing argument,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,American Indian or Alaska Native",10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1673,train,387
8788,1589,minimum wage,Non-argument,20 or below,Some college but no degree,Asian,6.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1135,train,388
8789,1590,minimum wage,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,613,train,389
8790,1591,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1358,train,390
8791,1592,minimum wage,Opposing argument,41-50,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,212,train,391
8792,1593,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,275,train,392
8793,1594,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,541,train,393
8794,1595,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,236,train,394
8795,1596,minimum wage,Non-argument,41-50,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,219,train,395
8796,1597,minimum wage,Opposing argument,41-50,"Doctorate degree (For example: PhD, EdD)",White,8.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,1520,train,396
8797,1598,minimum wage,Non-argument,51 or above,"Professional School Degree (For example: MD,DDS,DVM,LLB,JD)",White,8.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,1133,train,397
8798,1599,minimum wage,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,318,train,398
8799,1600,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,557,train,399
8800,1601,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,577,train,400
8801,1602,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1238,train,401
8802,1603,minimum wage,Supporting argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,431,train,402
8803,1604,minimum wage,Opposing argument,20 or below,Some college but no degree,White,10.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1469,train,403
8804,1605,minimum wage,Opposing argument,41-50,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",9.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,702,train,404
8805,1606,minimum wage,Non-argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Black or African American",9.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,416,train,405
8806,1607,minimum wage,Opposing argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1407,train,406
8807,1608,minimum wage,Opposing argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Black or African American",9.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1298,train,407
8808,1609,minimum wage,Supporting argument,21-30,Some college but no degree,White,5.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1746,train,408
8809,1610,minimum wage,Non-argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Well,No,3,0,conservative,FC,female,NoArgument,0,540,train,409
8810,1611,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1035,train,410
8811,1612,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1000,train,411
8812,1613,minimum wage,Non-argument,51 or above,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,10.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,514,train,412
8813,1614,minimum wage,Supporting argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1732,train,413
8814,1615,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,104,train,414
8815,1616,minimum wage,Opposing argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,189,train,415
8816,1617,minimum wage,Non-argument,41-50,Associate degree in college - Occupational/vocational program,White,8.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,1299,train,416
8817,1618,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,867,train,417
8818,1619,minimum wage,Non-argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1698,train,418
8819,1620,minimum wage,Opposing argument,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,566,train,419
8820,1621,minimum wage,Supporting argument,31-40,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,90,train,420
8821,1622,minimum wage,Opposing argument,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,7.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,7,train,421
8822,1623,minimum wage,Non-argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,683,train,422
8823,1624,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,1579,train,423
8824,1625,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,267,train,424
8825,1626,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1304,train,425
8826,1627,minimum wage,Supporting argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,536,train,426
8827,1628,minimum wage,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,330,train,427
8828,1629,minimum wage,Opposing argument,51 or above,"Professional School Degree (For example: MD,DDS,DVM,LLB,JD)",White,8.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,1518,train,428
8829,1630,minimum wage,Supporting argument,21-30,Some college but no degree,White,7.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,904,train,429
8830,1631,minimum wage,Non-argument,41-50,Associate degree in college - Occupational/vocational program,White,8.0,Very well,Yes,3,0,conservative,FC,female,Argument_for,1,1129,train,430
8831,1632,minimum wage,Opposing argument,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,6.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1445,train,431
8832,1633,minimum wage,Opposing argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,875,train,432
8833,1634,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1148,train,433
8834,1635,minimum wage,Opposing argument,21-30,Associate degree in college - Academic program,White,10.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,229,train,434
8835,1636,minimum wage,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,154,train,435
8836,1637,minimum wage,Non-argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,1415,train,436
8837,1638,minimum wage,Non-argument,20 or below,Some college but no degree,White,6.0,Very well,No,3,0,conservative,FC,female,Argument_for,1,305,train,437
8838,1639,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,Argument_for,1,1117,train,438
8839,1640,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,73,train,439
8840,1641,minimum wage,Supporting argument,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,4.0,Very well,Yes,3,1,conservative,FC,female,Argument_against,1,1709,train,440
8841,1642,minimum wage,Supporting argument,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,3,1,conservative,FC,female,NoArgument,0,1192,train,441
8842,1643,minimum wage,Supporting argument,41-50,"Doctorate degree (For example: PhD, EdD)",White,8.0,Very well,Yes,3,1,conservative,FC,female,NoArgument,0,1131,train,442
8843,1644,minimum wage,Non-argument,41-50,"Doctorate degree (For example: PhD, EdD)",White,8.0,Very well,Yes,3,0,conservative,FC,female,NoArgument,0,303,train,443
8844,1645,minimum wage,Opposing argument,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,7.0,Very well,No,3,1,conservative,FC,female,Argument_against,1,880,train,444
8845,1646,minimum wage,Non-argument,21-30,Some college but no degree,White,7.0,Very well,No,3,0,conservative,FC,female,NoArgument,0,261,train,445
